country	year	sport	event	athlete	Result	medal
Spain	1992	Gymnastics	Rhythmic All-Around	Carolina Pascual	58.1	SILVER
Spain	1992	Field Hockey	Field Hockey Women	Nuria Olive		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Teresa Motos		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Maria Rodriguez		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Virginia Ramirez		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Maider Telleria		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Natalia Dorado		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Maria Barea		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Sonia Barrio		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Mercedes Alberdingk-Thijn		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Silvia Manrique		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Eli Maragall		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Nagore Gabellanes		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Ana Maiques		GOLD
Spain	1992	Field Hockey	Field Hockey Women	Marivi Gonzalez		GOLD
Spain	1992	Judo	Half Lightweight (52kg) Women	Almudena Muñoz		GOLD
Spain	1992	Judo	Lightweight (56kg) Women	Miriam Blasco		GOLD
Spain	1992	Soccer	Soccer	Abelardo Fernandez		GOLD
Spain	1992	Soccer	Soccer	Albert Ferrer		GOLD
Spain	1992	Soccer	Soccer	José Amavisca		GOLD
Spain	1992	Soccer	Soccer	Rafael Berges		GOLD
Spain	1992	Soccer	Soccer	Josep Guardiola		GOLD
Spain	1992	Soccer	Soccer	Toni Jimenez		GOLD
Spain	1992	Soccer	Soccer	Mikel Lasa		GOLD
Spain	1992	Soccer	Soccer	Juan López		GOLD
Spain	1992	Soccer	Soccer	Javier Manjarin		GOLD
Spain	1992	Soccer	Soccer	Miguel Hernandez		GOLD
Spain	1992	Soccer	Soccer	Quico Narvaez		GOLD
Spain	1992	Soccer	Soccer	Luis Martinez		GOLD
Spain	1992	Soccer	Soccer	Alfonso Perez		GOLD
Spain	1992	Soccer	Soccer	Paqui Veza		GOLD
Spain	1992	Soccer	Soccer	Ruiz Santiago		GOLD
Spain	1992	Soccer	Soccer	Francisco Soler		GOLD
Spain	1992	Soccer	Soccer	Roberto Solozabal		GOLD
Spain	1992	Soccer	Soccer	Gabriel Vidal		GOLD
Spain	1992	Soccer	Soccer	David Villabona		GOLD
Spain	1992	Soccer	Soccer	Antonio Pinilla		GOLD
Spain	1992	Swimming	200m Backstroke Men	Martin López-Zubero	1:58.47	GOLD
Spain	1992	Tennis	Men's Singles	Jordi Arrese		SILVER
Spain	1992	Tennis	Women's Singles	Arantxa Sánchez Vicario		BRONZE
Spain	1992	Tennis	Women's Doubles	Arantxa Sánchez Vicario		SILVER
Spain	1992	Tennis	Women's Doubles	Conchita Martinez		SILVER
Spain	1992	Water Polo	Water Polo	Ruben Michavila		SILVER
Spain	1992	Water Polo	Water Polo	Marcos Gonzalez		SILVER
Spain	1992	Water Polo	Water Polo	Daniel Ballart		SILVER
Spain	1992	Water Polo	Water Polo	Toto Garcia		SILVER
Spain	1992	Water Polo	Water Polo	Chava Gomez		SILVER
Spain	1992	Water Polo	Water Polo	Manuel Estiarte		SILVER
Spain	1992	Water Polo	Water Polo	Jesús Rollán		SILVER
Spain	1992	Water Polo	Water Polo	José Pico		SILVER
Spain	1992	Water Polo	Water Polo	Sergio Pedrerol		SILVER
Spain	1992	Water Polo	Water Polo	Miki Oca		SILVER
Spain	1992	Water Polo	Water Polo	Ricardo Sánchez		SILVER
Spain	1992	Water Polo	Water Polo	Chiqui Sans		SILVER
Spain	1992	Sailing	Finn	José van der Ploeg	33.4	GOLD
Spain	1992	Sailing	Flying Dutchman	Luis Doreste	29.7	GOLD
Spain	1992	Sailing	Flying Dutchman	Manri Manrique	29.7	GOLD
Spain	1992	Sailing	470 Men	Jordi Calafat	50	GOLD
Spain	1992	Sailing	470 Men	Kiko Sánchez	50	GOLD
Spain	1992	Sailing	470 Women	Teresa Zabell	29.7	GOLD
Spain	1992	Sailing	470 Women	Patri Guerra	29.7	GOLD
Spain	1992	Sailing	Europe Women	Natalia Via Dufresne	57.4	SILVER
Japan	1992	Track & Field	Marathon Men	Koichi Morishita	2:13:45	SILVER
Japan	1992	Track & Field	Marathon Women	Yuko Arimori	2:32:49	SILVER
Japan	1992	Baseball	Baseball	Tomohito Ito		BRONZE
Japan	1992	Baseball	Baseball	Masahito Kohiyama		BRONZE
Japan	1992	Baseball	Baseball	Hirotami Kojima		BRONZE
Japan	1992	Baseball	Baseball	Hiroki Kokubo		BRONZE
Japan	1992	Baseball	Baseball	Shinichiro Kawabata		BRONZE
Japan	1992	Baseball	Baseball	Hiroshi Nakamoto		BRONZE
Japan	1992	Baseball	Baseball	Takashi Miwa		BRONZE
Japan	1992	Baseball	Baseball	Kazutaka Nishiyama		BRONZE
Japan	1992	Baseball	Baseball	Masafumi Nishi		BRONZE
Japan	1992	Baseball	Baseball	Shinichi Sato		BRONZE
Japan	1992	Baseball	Baseball	Yasuhiro Sato		BRONZE
Japan	1992	Baseball	Baseball	Masanori Sugiura		BRONZE
Japan	1992	Baseball	Baseball	Kento Sugiyama		BRONZE
Japan	1992	Baseball	Baseball	Yasunori Takami		BRONZE
Japan	1992	Baseball	Baseball	Koichi Oshima		BRONZE
Japan	1992	Baseball	Baseball	Hiroyuki Sakaguchi		BRONZE
Japan	1992	Baseball	Baseball	Akihiro Togo		BRONZE
Japan	1992	Baseball	Baseball	Koji Tokunaga		BRONZE
Japan	1992	Baseball	Baseball	Shigeki Wakabayashi		BRONZE
Japan	1992	Baseball	Baseball	Katsumi Watanabe		BRONZE
Japan	1992	Gymnastics	Parallel Bars	Masayuki Matsunaga	9.80	BRONZE
Japan	1992	Gymnastics	Floor Exercises	Yukio Iketani	9.787	SILVER
Japan	1992	Gymnastics	Team Combined Exercises	Yukio Iketani	578.25	BRONZE
Japan	1992	Gymnastics	Team Combined Exercises	Takashi Chinen	578.25	BRONZE
Japan	1992	Gymnastics	Team Combined Exercises	Yoshiaki Hatakeda	578.25	BRONZE
Japan	1992	Gymnastics	Team Combined Exercises	Yutaka Aihara	578.25	BRONZE
Japan	1992	Gymnastics	Team Combined Exercises	Masayuki Matsunaga	578.25	BRONZE
Japan	1992	Gymnastics	Team Combined Exercises	Daisuke Nishikawa	578.25	BRONZE
Japan	1992	Judo	Extra Lightweight (60kg) Men	Tadanori Koshino		BRONZE
Japan	1992	Judo	Lightweight (71kg) Men	Toshihiko Koga		GOLD
Japan	1992	Judo	Half Middleweight (78kg) Men	Hidehiko Yoshida		GOLD
Japan	1992	Judo	Middleweight (86kg) Men	Hirotaka Okada		BRONZE
Japan	1992	Judo	Heavyweight Men	Naoya Ogawa		SILVER
Japan	1992	Judo	Extra Lightweight (48kg) Women	Ryoko Tani		SILVER
Japan	1992	Judo	Half Lightweight (52kg) Women	Noriko Mizoguchi		SILVER
Japan	1992	Judo	Half Heavyweight (72kg) Women	Yoko Tanabe		SILVER
Japan	1992	Judo	Heavyweight Women	Yoko Sakaue		BRONZE
Japan	1992	Shooting	Small-bore Rifle, 3 Positions	Ryohei Koba	1265.9	BRONZE
Japan	1992	Shooting	Trap Shooting	Kasumi Watanabe	219	SILVER
Japan	1992	Swimming	200m Breaststroke Women	Kyoko Iwasaki	2:26.65	GOLD
Japan	1992	Synchronised Swimming	Synchronised Swimming Solo	Fumiko Okuno	187.056	BRONZE
Japan	1992	Synchronised Swimming	Synchronised Swimming Duet	Fumiko Okuno	186.868	BRONZE
Japan	1992	Synchronised Swimming	Synchronised Swimming Duet	Aki Takayama	186.868	BRONZE
Japan	1992	Wrestling	Freestyle Lightweight 68kg	Kosei Akaishi		BRONZE
United Kingdom	1992	Archery	Double F.I.T.A. Round Men	Simon Terry		BRONZE
United Kingdom	1992	Archery	Men's Team	Simon Terry		BRONZE
United Kingdom	1992	Archery	Men's Team	Steven Hallard		BRONZE
United Kingdom	1992	Archery	Men's Team	Richard Priestman		BRONZE
United Kingdom	1992	Track & Field	100m Men	Linford Christie	9.96	GOLD
United Kingdom	1992	Track & Field	400m Hurdles Men	Kriss Akabusi	47.82	BRONZE
United Kingdom	1992	Track & Field	4x400m Relay Men	Kriss Akabusi	2:59.73	BRONZE
United Kingdom	1992	Track & Field	4x400m Relay Men	Roger Black	2:59.73	BRONZE
United Kingdom	1992	Track & Field	4x400m Relay Men	David Grindley	2:59.73	BRONZE
United Kingdom	1992	Track & Field	4x400m Relay Men	John Regis	2:59.73	BRONZE
United Kingdom	1992	Track & Field	Javelin Throw Men	Steve Backley	83.38	BRONZE
United Kingdom	1992	Track & Field	400m Hurdles Women	Sally Gunnell	53.23	GOLD
United Kingdom	1992	Track & Field	4x400m Relay Women	Sally Gunnell	3:24.23	BRONZE
United Kingdom	1992	Track & Field	4x400m Relay Women	Sandra Douglas	3:24.23	BRONZE
United Kingdom	1992	Track & Field	4x400m Relay Women	Phylis Smith	3:24.23	BRONZE
United Kingdom	1992	Track & Field	4x400m Relay Women	Jennifer Stoute	3:24.23	BRONZE
United Kingdom	1992	Boxing	Light Middleweight	Robin Reid		BRONZE
United Kingdom	1992	Canoeing	C1  Canadian Slalom Singles (Men)	Gareth Marriott	116.48	SILVER
United Kingdom	1992	Cycling	4000m Individual Pursuit Men	Christopher Boardman	Overtook	GOLD
United Kingdom	1992	Field Hockey	Field Hockey Women	Karen Brown		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Lisa Bayliss		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Gillian Atkins		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Susan Fraser		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Wendy Fraser		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Jackie McWilliams		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Tammy Miller		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Helen Morgan		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Mary Nevill		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Mandy Nicholls		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Victoria Dixon		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Kathryn Johnson		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Sandra Lister		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Alison Ramsay		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Jane Sixsmith		BRONZE
United Kingdom	1992	Field Hockey	Field Hockey Women	Joanne Thompson		BRONZE
United Kingdom	1992	Judo	Half Heavyweight (95kg) Men	Raymond Stevens		SILVER
United Kingdom	1992	Judo	Half Lightweight (52kg) Women	Sharon Rendle		BRONZE
United Kingdom	1992	Judo	Lightweight (56kg) Women	Nicola Fairbrother		SILVER
United Kingdom	1992	Judo	Middleweight (66kg) Women	Kate Howey		BRONZE
United Kingdom	1992	Rowing	Coxless Pairs Men	Matthew Pinsent	6:27.72	GOLD
United Kingdom	1992	Rowing	Coxless Pairs Men	Steven Redgrave	6:27.72	GOLD
United Kingdom	1992	Rowing	Coxed Pairs Men	Greg Searle	6:49.83	GOLD
United Kingdom	1992	Rowing	Coxed Pairs Men	Jonathon Searle	6:49.83	GOLD
United Kingdom	1992	Rowing	Coxed Pairs Men	Garry Herbert	6:49.83	GOLD
United Kingdom	1992	Swimming	200m Breaststroke Men	Nick Gillingham	2:11.29	BRONZE
United Kingdom	1992	Sailing	Soling	Robert Cruickshank		BRONZE
United Kingdom	1992	Sailing	Soling	Lawrie Smith		BRONZE
United Kingdom	1992	Sailing	Soling	Ossie Stewart		BRONZE
Italy	1992	Track & Field	20km Walk Men	Giovanni de Benedictis	1:23:11	BRONZE
Italy	1992	Canoeing	K2 500m Kayak Pairs (Men)	Bruno Dreossi	1:30.00	BRONZE
Italy	1992	Canoeing	K2 500m Kayak Pairs (Men)	Antonio Rossi	1:30.00	BRONZE
Italy	1992	Canoeing	K1  Kayak Slalom Singles (Men)	Pierpaolo Ferrazzi	106.89	GOLD
Italy	1992	Cycling	Individual Road Race Men	Fabio Casartelli	4:35:21	GOLD
Italy	1992	Cycling	Team Road Race Men	Luca Colombo	2:02:39	SILVER
Italy	1992	Cycling	Team Road Race Men	Gianfranco Contri	2:02:39	SILVER
Italy	1992	Cycling	Team Road Race Men	Flavio Anastasia	2:02:39	SILVER
Italy	1992	Cycling	Team Road Race Men	Andrea Peron	2:02:39	SILVER
Italy	1992	Cycling	Points Race	Giovanni Lombardi	44	GOLD
Italy	1992	Fencing	Sabre, Individual	Marco Marin		SILVER
Italy	1992	Fencing	Foil, Individual Women	Giovanna Trillini		GOLD
Italy	1992	Fencing	Foil, Team Women	Giovanna Trillini		GOLD
Italy	1992	Fencing	Foil, Team Women	Dorina Vaccaroni		GOLD
Italy	1992	Fencing	Foil, Team Women	Margherita Zalaffi		GOLD
Italy	1992	Fencing	Foil, Team Women	Francesca Bortolozzi-Borella		GOLD
Italy	1992	Fencing	Foil, Team Women	Diana Bianchedi		GOLD
Italy	1992	Judo	Middleweight (66kg) Women	Emanuela Pierantozzi		SILVER
Italy	1992	Modern Pentathlon	Team	Carlo Massulo	15760	BRONZE
Italy	1992	Modern Pentathlon	Team	Roberto Bomprezzi	15760	BRONZE
Italy	1992	Modern Pentathlon	Team	Gianluca Tiberti	15760	BRONZE
Italy	1992	Rowing	Quadruple Sculls Men	Filippo Soffici	5:47.33	BRONZE
Italy	1992	Rowing	Quadruple Sculls Men	Alessandro Corona	5:47.33	BRONZE
Italy	1992	Rowing	Quadruple Sculls Men	Rossano Galtarossa	5:47.33	BRONZE
Italy	1992	Rowing	Quadruple Sculls Men	Gianluca Farina	5:47.33	BRONZE
Italy	1992	Rowing	Coxed Pairs Men	Giuseppe di Capua	6:50.98	SILVER
Italy	1992	Rowing	Coxed Pairs Men	Carmine Abbagnale	6:50.98	SILVER
Italy	1992	Rowing	Coxed Pairs Men	Giuseppe Abbagnale	6:50.98	SILVER
Italy	1992	Shooting	Trap Shooting	Marco Venturini	218	BRONZE
Italy	1992	Shooting	Skeet Shooting	Bruno Mario Rossetti	222	BRONZE
Italy	1992	Swimming	200m Backstroke Men	Stefano Battistelli	1:59.40	BRONZE
Italy	1992	Swimming	400m Individual Medley Men	Luca Sacchi	4:16.34	BRONZE
Italy	1992	Water Polo	Water Polo	Carlo Silipo		GOLD
Italy	1992	Water Polo	Water Polo	Amedeo Pomilio		GOLD
Italy	1992	Water Polo	Water Polo	Franco Porzio		GOLD
Italy	1992	Water Polo	Water Polo	Pino Porzio		GOLD
Italy	1992	Water Polo	Water Polo	Massimiliano Ferretti		GOLD
Italy	1992	Water Polo	Water Polo	Mario Fiorillo		GOLD
Italy	1992	Water Polo	Water Polo	Ferdinando Gandolfi		GOLD
Italy	1992	Water Polo	Water Polo	Francesco Attolico		GOLD
Italy	1992	Water Polo	Water Polo	Alessandro Bovo		GOLD
Italy	1992	Water Polo	Water Polo	Paolo Caldarella		GOLD
Italy	1992	Water Polo	Water Polo	Alessandro Campagna		GOLD
Italy	1992	Water Polo	Water Polo	Marco D'Altrui		GOLD
Italy	1992	Wrestling	Greco-Roman Light Flyweight	Vicenzo Maenza		SILVER
Poland	1992	Track & Field	High Jump Men	Artur Partyka	2.34	BRONZE
Poland	1992	Boxing	Light Heavyweight	Wojciech Bartnik		BRONZE
Poland	1992	Canoeing	K2 500m Kayak Pairs (Men)	Maciej Freimut	1:29.84	SILVER
Poland	1992	Canoeing	K2 500m Kayak Pairs (Men)	Wojciech Krupiewski	1:29.84	SILVER
Poland	1992	Canoeing	K2 1000m Kayak Pairs (Men)	Grzegorz Kotowicz	3:18.86	BRONZE
Poland	1992	Canoeing	K2 1000m Kayak Pairs (Men)	Dariusz Bialkowski	3:18.86	BRONZE
Poland	1992	Canoeing	K1 500m Kayak Singles (Women)	Izabella Dylewska	1:52.36	BRONZE
Poland	1992	Fencing	Foil, Team Men	Adam Krzesinski		BRONZE
Poland	1992	Fencing	Foil, Team Men	Cezary Siess		BRONZE
Poland	1992	Fencing	Foil, Team Men	Ryszard Sobczak		BRONZE
Poland	1992	Fencing	Foil, Team Men	Piotr Kielpikowski		BRONZE
Poland	1992	Fencing	Foil, Team Men	Marian Sypniewski		BRONZE
Poland	1992	Judo	Middleweight (86kg) Men	Waldemar Legien		GOLD
Poland	1992	Modern Pentathlon	Individual	Arkadiusz Skrzypaszek	5559	GOLD
Poland	1992	Modern Pentathlon	Team	Arkadiusz Skrzypaszek	16018	GOLD
Poland	1992	Modern Pentathlon	Team	Dariusz Gozdziak	16018	GOLD
Poland	1992	Modern Pentathlon	Team	Maciej Czyzowicz	16018	GOLD
Poland	1992	Rowing	Single Sculls Men	Kajetan Broniewski	6:56.82	BRONZE
Poland	1992	Rowing	Coxed Fours Men	Michal Cieslak	6:03.27	BRONZE
Poland	1992	Rowing	Coxed Fours Men	Wojciech Jankowski	6:03.27	BRONZE
Poland	1992	Rowing	Coxed Fours Men	Maciej Lasicki	6:03.27	BRONZE
Poland	1992	Rowing	Coxed Fours Men	Jacek Streich	6:03.27	BRONZE
Poland	1992	Rowing	Coxed Fours Men	Tomasz Tomiak	6:03.27	BRONZE
Poland	1992	Shooting	Small-bore Rifle, 3 Positions Women	Malgorzata Ksiazkiewicz	681.5	BRONZE
Poland	1992	Soccer	Soccer	Tomasz Lapieski		SILVER
Poland	1992	Soccer	Soccer	Wojciech Kowalczyk		SILVER
Poland	1992	Soccer	Soccer	Marek Kozminski		SILVER
Poland	1992	Soccer	Soccer	Ryszard Staniek		SILVER
Poland	1992	Soccer	Soccer	Andrzej Juskowiak		SILVER
Poland	1992	Soccer	Soccer	Aleksander Klak		SILVER
Poland	1992	Soccer	Soccer	Andrzej Kobylawski		SILVER
Poland	1992	Soccer	Soccer	Marcin Jalocha		SILVER
Poland	1992	Soccer	Soccer	Dariusz Gesior		SILVER
Poland	1992	Soccer	Soccer	Dariusz Adamczuk		SILVER
Poland	1992	Soccer	Soccer	Marek Bajor		SILVER
Poland	1992	Soccer	Soccer	Jerzy Brzeczek		SILVER
Poland	1992	Soccer	Soccer	Tomasz Waldoch		SILVER
Poland	1992	Soccer	Soccer	Miroslaw Waligóra		SILVER
Poland	1992	Soccer	Soccer	Pjotr Swierczewski		SILVER
Poland	1992	Soccer	Soccer	Grzegorz Mielcarski		SILVER
Poland	1992	Swimming	100m Butterfly Men	Rafal Szukala	53.35	SILVER
Poland	1992	Weightlifting	Light Heavyweight 82½kg	Krzysztof Siemion	370	SILVER
Poland	1992	Weightlifting	Middle Heavyweight 90kg	Sergiusz Wolczaniecki	392.5	BRONZE
Poland	1992	Weightlifting	First Heavyweight 100kg	Waldemar Malak	400	BRONZE
Poland	1992	Wrestling	Greco-Roman Welterweight	Józef Tracz		SILVER
Poland	1992	Wrestling	Greco-Roman Middleweight	Piotr Stepien		SILVER
Canada	1992	Track & Field	110m Hurdles Men	Mark McCoy	13.12	GOLD
Canada	1992	Track & Field	20km Walk Men	Guillaume LeBlanc	1:22:25	SILVER
Canada	1992	Track & Field	3000m Women	Angela Chalmers	8:47.22	BRONZE
Canada	1992	Boxing	Light Welterweight	Mark Leduc		SILVER
Canada	1992	Boxing	Middleweight	Chris Johnson		BRONZE
Canada	1992	Cycling	1000m Sprint (Scratch) Men	Curtis Harnett		BRONZE
Canada	1992	Judo	Middleweight (86kg) Men	Nicolas Gill		BRONZE
Canada	1992	Rowing	Eights Men	John Wallace	5:29.53	GOLD
Canada	1992	Rowing	Eights Men	Darren Barber	5:29.53	GOLD
Canada	1992	Rowing	Eights Men	Andrew Crosby	5:29.53	GOLD
Canada	1992	Rowing	Eights Men	Mike Forgeron	5:29.53	GOLD
Canada	1992	Rowing	Eights Men	Robert Marland	5:29.53	GOLD
Canada	1992	Rowing	Eights Men	Terrence Paul	5:29.53	GOLD
Canada	1992	Rowing	Eights Men	Derek Porter	5:29.53	GOLD
Canada	1992	Rowing	Eights Men	Michael Rascher	5:29.53	GOLD
Canada	1992	Rowing	Eights Men	Bruce Robertson	5:29.53	GOLD
Canada	1992	Rowing	Single Sculls Women	Silken Laumann	7:28.85	BRONZE
Canada	1992	Rowing	Coxless Pairs Women	Kathleen Heddle	7:06.22	GOLD
Canada	1992	Rowing	Coxless Pairs Women	Marnie McBean	7:06.22	GOLD
Canada	1992	Rowing	Coxless Fours Women	Jessica Monroe	6:30.85	GOLD
Canada	1992	Rowing	Coxless Fours Women	Brenda Taylor	6:30.85	GOLD
Canada	1992	Rowing	Coxless Fours Women	Kirsten Barnes	6:30.85	GOLD
Canada	1992	Rowing	Coxless Fours Women	Kay Worthington	6:30.85	GOLD
Canada	1992	Rowing	Eights Women	Kay Worthington	6:02.62	GOLD
Canada	1992	Rowing	Eights Women	Kirsten Barnes	6:02.62	GOLD
Canada	1992	Rowing	Eights Women	Megan Delehanty	6:02.62	GOLD
Canada	1992	Rowing	Eights Women	Kathleen Heddle	6:02.62	GOLD
Canada	1992	Rowing	Eights Women	Shannon Crawford	6:02.62	GOLD
Canada	1992	Rowing	Eights Women	Brenda Taylor	6:02.62	GOLD
Canada	1992	Rowing	Eights Women	Lesley Thompson	6:02.62	GOLD
Canada	1992	Rowing	Eights Women	Jessica Monroe	6:02.62	GOLD
Canada	1992	Rowing	Eights Women	Marnie McBean	6:02.62	GOLD
Canada	1992	Swimming	100m Backstroke Men	Mark Tewksbury	53.98	GOLD
Canada	1992	Swimming	4x100m Medley Relay Men	Mark Tewksbury	3:39.66	BRONZE
Canada	1992	Swimming	4x100m Medley Relay Men	Thomas Ponting	3:39.66	BRONZE
Canada	1992	Swimming	4x100m Medley Relay Men	Marcel Gery	3:39.66	BRONZE
Canada	1992	Swimming	4x100m Medley Relay Men	Stephen Clarke	3:39.66	BRONZE
Canada	1992	Synchronised Swimming	Synchronised Swimming Solo	Sylvie Fréchette		GOLD
Canada	1992	Synchronised Swimming	Synchronised Swimming Duet	Penny Vilagos	189.394	SILVER
Canada	1992	Synchronised Swimming	Synchronised Swimming Duet	Vicky Vilagos	189.394	SILVER
Canada	1992	Wrestling	Freestyle Super Heavyweight	Jeffrey Thue		SILVER
Canada	1992	Sailing	Star	Ross MacDonald	62.7	BRONZE
Canada	1992	Sailing	Star	Eric Jespersen	62.7	BRONZE
Romania	1992	Track & Field	High Jump Women	Galina Astafei	2.00	SILVER
Romania	1992	Boxing	Light Welterweight	Leonard Doroftei		BRONZE
Romania	1992	Fencing	Foil, Team Women	Roxana Daniela Dumitrescu		BRONZE
Romania	1992	Fencing	Foil, Team Women	Claudia Laura Grigorescu		BRONZE
Romania	1992	Fencing	Foil, Team Women	Laura Badea		BRONZE
Romania	1992	Fencing	Foil, Team Women	Reka Szabo		BRONZE
Romania	1992	Fencing	Foil, Team Women	Elisabeta Tufan-Guzganu		BRONZE
Romania	1992	Gymnastics	All-Around, Individual Women	Lavinia Milosovici	39.687	BRONZE
Romania	1992	Gymnastics	Side Horse Vault Women	Lavinia Milosovici	9.925	GOLD
Romania	1992	Gymnastics	Floor Exercises Women	Lavinia Milosovici	10.000	GOLD
Romania	1992	Gymnastics	Floor Exercises Women	Cristina Bontas	9.912	BRONZE
Romania	1992	Gymnastics	Team Combined Exercises Women	Cristina Bontas	395.079	SILVER
Romania	1992	Gymnastics	Team Combined Exercises Women	Lavinia Milosovici	395.079	SILVER
Romania	1992	Gymnastics	Team Combined Exercises Women	Vanda Maria Hadarean	395.079	SILVER
Romania	1992	Gymnastics	Team Combined Exercises Women	Maria Neculina	395.079	SILVER
Romania	1992	Gymnastics	Team Combined Exercises Women	Mirela Ana Pasca	395.079	SILVER
Romania	1992	Gymnastics	Team Combined Exercises Women	Gina Gogean	395.079	SILVER
Romania	1992	Rowing	Coxed Pairs Men	Dumitru Raducanu	6:51.58	BRONZE
Romania	1992	Rowing	Coxed Pairs Men	Nicolaie Taga	6:51.58	BRONZE
Romania	1992	Rowing	Coxed Pairs Men	Dimitrie Popescu	6:51.58	BRONZE
Romania	1992	Rowing	Coxed Fours Men	Dimitrie Popescu	5:59.37	GOLD
Romania	1992	Rowing	Coxed Fours Men	Nicolaie Taga	5:59.37	GOLD
Romania	1992	Rowing	Coxed Fours Men	Viorel Talapan	5:59.37	GOLD
Romania	1992	Rowing	Coxed Fours Men	Dumitru Raducanu	5:59.37	GOLD
Romania	1992	Rowing	Coxed Fours Men	Iulica Ruican	5:59.37	GOLD
Romania	1992	Rowing	Eights Men	Iulica Ruican	5:29.67	SILVER
Romania	1992	Rowing	Eights Men	loan lulian Vizitiu	5:29.67	SILVER
Romania	1992	Rowing	Eights Men	Valentin Robu	5:29.67	SILVER
Romania	1992	Rowing	Eights Men	Viorel Talapan	5:29.67	SILVER
Romania	1992	Rowing	Eights Men	Claudiu Gabriel Marin	5:29.67	SILVER
Romania	1992	Rowing	Eights Men	Vasile lonel Mastacan	5:29.67	SILVER
Romania	1992	Rowing	Eights Men	Vasile Dorel Nastase	5:29.67	SILVER
Romania	1992	Rowing	Eights Men	Danut Dobre	5:29.67	SILVER
Romania	1992	Rowing	Eights Men	Marin Gheorghe	5:29.67	SILVER
Romania	1992	Rowing	Single Sculls Women	Elisabeta Lipa	7:25.54	GOLD
Romania	1992	Rowing	Double Sculls Women	Elisabeta Lipa	6:51.47	SILVER
Romania	1992	Rowing	Double Sculls Women	Vera Cochelea	6:51.47	SILVER
Romania	1992	Rowing	Quadruple Sculls Women	Vera Cochelea	6:24.34	SILVER
Romania	1992	Rowing	Quadruple Sculls Women	Anisoara Dobre-Balan	6:24.34	SILVER
Romania	1992	Rowing	Quadruple Sculls Women	Constanta Burcica-Pipota	6:24.34	SILVER
Romania	1992	Rowing	Quadruple Sculls Women	Doina Ignat	6:24.34	SILVER
Romania	1992	Rowing	Eights Women	Viorica Lepadatu	6:06.26	SILVER
Romania	1992	Rowing	Eights Women	Viorica Neculai	6:06.26	SILVER
